17085,CCOM 606,Mineria de Datos,OO1,V,0700-0859,MORENO - BARBOSA FERNANDO,1CCO5/201
17106,ICCM 613,Procesam. Digital de Imagenes,OO2,L,1000-1059,MARCIAL - CASTILLO LUIS RENE,1CCO3/104
17106,ICCM 613,Procesam. Digital de Imagenes,OO2,A,0900-1059,MARCIAL - CASTILLO LUIS RENE,1CCO4/402
17106,ICCM 613,Procesam. Digital de Imagenes,OO2,J,0900-1059,MARCIAL - CASTILLO LUIS RENE,1CCO3/104
16188,CCOM 255,Programacion Distribuida,OO2,L,0700-0759,SANCHEZ - GALVEZ MARIA LUZ ADOLFINA,1CCO3/104
16188,CCOM 255,Programacion Distribuida,OO2,M,0700-0859,SANCHEZ - GALVEZ MARIA LUZ ADOLFINA,1CCO3/104
16188,CCOM 255,Programacion Distribuida,OO2,V,0700-0859,SANCHEZ - GALVEZ MARIA LUZ ADOLFINA,1CCO4/203
16995,IDDM 002,Proyectos I + D I,101,A,0900-1059,MARTINEZ - MIRON ERIKA ANNABEL,1CCO1V/
16995,IDDM 002,Proyectos I + D I,101,J,0900-1059,MARTINEZ - MIRON ERIKA ANNABEL,1CCO1V/
17118,ICCM 259,Redes Inalambricas,OO1,L,1500-1559,Arlem Aleida Castillo,1CCO3/303
17118,ICCM 259,Redes Inalambricas,OO1,M,1500-1659,Arlem Aleida Castillo,1CCO4/204
17118,ICCM 259,Redes Inalambricas,OO1,V,1500-1659,Arlem Aleida Castillo,1CCO3/303
17125,IDCC 201,Sistemas Empotrados,OO1,L,0800-0859,TRINIDAD - GARCIA GREGORIO,1CCO3/310
17125,IDCC 201,Sistemas Empotrados,OO1,A,0700-0859,TRINIDAD - GARCIA GREGORIO,1CCO3/310
17125,IDCC 201,Sistemas Empotrados,OO1,J,0700-0859,TRINIDAD - GARCIA GREGORIO,1CCO3/309
16161,CCOM 253,Sistemas Operativos II,OO1,L,1100-1159,DE LA ROSA - FLORES RAFAEL,1CCO2/208
16161,CCOM 253,Sistemas Operativos II,OO1,M,1100-1259,DE LA ROSA - FLORES RAFAEL,1CCO2/208
16161,CCOM 253,Sistemas Operativos II,OO1,V,1100-1259,DE LA ROSA - FLORES RAFAEL,1CCO2/208
17136,ICCM 608,Tecn. de Inteligencia Artifici,OO1,L,0800-0859,MARCIAL - CASTILLO LUIS RENE,1CCO4/404
17136,ICCM 608,Tecn. de Inteligencia Artifici,OO1,A,0700-0859,MARCIAL - CASTILLO LUIS RENE,1CCO4/404
17136,ICCM 608,Tecn. de Inteligencia Artifici,OO1,J,0700-0859,MARCIAL - CASTILLO LUIS RENE,1CCO5/201
